Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.333,553.750,565.556,564.000,561.556,558.583,556.500,564.889,554.000,570.000,571.889,565.778,598.750,568.250,558.000,549.000,566.750,568.500,570.333,551.250,565.111,567.250,561.750,564.750,561.500,563.778,552.000,559.889,556.889,554.000,575.000,567,558.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,589.222,572.750,590.444,564.500,588.222,578.667,589.000,569.333,585.500,585.500,584.222,567.222,634.750,575.500,588.500,573.000,585.500,586.250,579.444,584.000,580.000,568.250,567.250,590.750,576.250,577.778,558.750,576.667,565.111,565.000,585.250,588,577.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.000,542.500,568.444,563.000,568.222,574.750,567.000,563.444,589.000,560.750,565.444,557.889,574.750,558.250,579.250,570.250,556.750,571.500,567.444,570.250,556.222,552.250,552.750,562.500,560.750,565.667,534.250,555.778,548.000,560.750,562.250,577,561.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.667,574.250,578.000,591.250,572.778,572.333,569.250,567.889,578.500,588.000,567.333,564.111,617.000,581.000,575.250,576.250,564.750,581.250,574.444,588.500,584.667,560.000,548.250,564.500,564.250,571.000,562.750,559.667,574.667,552.000,573.750,602,573.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.778,561.500,574.667,569.500,588.444,566.667,576.500,567.556,579.750,555.250,575.889,570.667,590.500,579.750,577.750,601.500,588.000,572.000,570.889,572.250,564.556,566.500,566.000,569.500,590.500,561.778,565.250,553.667,563.444,559.500,574.250,574,575.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.667,553.000,572.778,555.500,578.000,574.833,569.000,555.000,565.500,566.000,571.222,572.444,608.250,552.500,575.750,563.250,570.500,577.000,568.556,571.500,568.889,573.250,558.750,570.500,568.500,564.111,565.250,557.444,559.556,559.250,566.750,559,575.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.000,576.250,564.333,578.250,575.000,575.250,568.250,564.667,580.750,583.250,574.111,565.111,595.500,574.250,573.250,593.500,569.750,571.250,582.556,581.500,575.556,558.500,581.750,568.250,567.000,575.333,559.500,571.333,577.000,567.500,597.500,555,569.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.667,569.000,567.333,583.750,567.667,560.917,565.250,570.444,564.750,581.250,573.111,554.556,600.250,549.500,578.500,575.000,565.250,585.750,570.667,565.000,579.111,553.750,551.750,578.250,582.500,572.000,565.750,554.111,567.111,575.000,568.000,570,562.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.889,568.750,576.889,573.250,581.667,584.667,589.500,583.222,581.250,575.500,577.556,579.111,621.250,574.000,586.500,567.750,576.000,590.750,591.333,588.750,573.889,586.250,572.000,564.250,561.000,583.222,574.250,582.222,566.333,569.000,580.500,590,579.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.000,559.750,557.222,561.500,560.111,559.167,555.000,559.889,566.250,545.500,557.000,564.444,611.750,558.750,551.000,561.250,569.500,556.750,564.333,569.500,563.333,561.500,548.750,562.250,555.500,570.889,546.500,551.222,560.556,551.750,556.750,570,559.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.444,570.000,586.111,586.500,590.444,573.083,595.750,587.111,578.750,591.250,570.222,580.222,652.000,591.500,584.750,582.500,578.500,567.500,574.111,589.000,582.333,569.500,559.000,567.250,580.000,571.222,578.000,569.111,563.333,576.750,584.500,589,577.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.889,574.000,558.889,559.750,559.444,570.667,577.750,565.000,573.500,567.500,558.111,563.889,593.500,566.750,577.500,562.500,581.000,564.250,580.556,565.000,560.333,571.000,564.000,560.250,571.750,565.778,550.250,568.222,569.889,553.250,573.000,540,565.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.889,573.750,565.333,579.500,583.556,579.667,578.250,566.222,557.750,578.750,589.778,584.222,609.500,566.250,568.250,567.500,564.250,587.250,569.889,586.250,564.667,579.000,557.500,573.250,586.500,578.444,574.750,575.111,571.444,583.750,587.000,606,569.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.111,560.250,566.333,556.750,571.889,574.167,568.500,572.000,555.750,566.750,562.889,562.556,600.500,559.750,570.750,559.250,549.000,562.500,571.444,590.750,570.778,568.000,561.250,582.250,576.500,567.000,544.750,564.333,562.667,559.250,570.250,576,566.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.556,547.000,568.556,567.750,573.333,573.833,575.750,574.667,561.250,582.250,578.000,568.111,591.500,562.000,567.000,570.500,576.750,571.250,580.556,564.500,568.556,577.250,557.000,559.500,553.000,574.778,565.750,570.000,547.111,569.250,572.750,565,568.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.111,558.750,587.889,574.250,578.111,567.083,579.000,583.778,578.750,582.250,579.444,569.333,618.750,555.750,566.250,564.750,555.250,593.500,586.556,565.750,562.111,549.000,566.000,553.750,573.500,577.444,571.250,572.111,560.889,561.500,579.000,568,572.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.222,558.000,567.889,561.250,569.556,579.333,575.750,569.000,569.000,564.750,576.667,562.000,608.750,584.500,591.250,569.250,565.500,561.750,580.444,567.500,566.111,559.750,554.750,558.750,582.750,559.778,548.000,564.556,553.333,545.000,571.500,576,569.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.222,568.250,578.444,570.000,584.000,576.417,574.000,569.667,563.000,584.750,569.667,561.556,615.500,570.500,598.250,580.000,583.000,588.750,580.222,580.250,583.667,588.000,571.250,571.000,592.250,579.000,571.250,573.778,561.333,580.750,586.250,597,575.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,553.444,578.500,562.778,548.000,555.889,559.667,569.250,553.444,544.500,564.750,560.778,567.444,597.750,556.750,560.000,539.500,556.750,566.500,557.556,564.250,561.000,538.000,542.500,556.750,573.250,553.556,555.250,543.556,562.000,552.500,571.000,566,561.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.667,572.500,579.000,578.000,583.778,587.250,571.750,579.778,581.250,579.000,580.556,568.778,664.750,591.500,585.750,567.250,574.000,572.000,604.111,584.750,591.444,572.250,559.250,591.750,584.750,578.778,584.500,563.333,572.111,590.750,583.000,580,570.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,555.444,561.500,574.444,568.500,560.667,562.667,571.750,567.111,561.500,563.750,562.778,556.556,639.500,574.000,580.000,556.750,576.000,567.500,583.889,570.750,561.778,555.750,557.750,571.500,561.500,567.889,562.500,561.333,552.333,561.500,577.750,558,562.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.222,580.250,576.444,574.250,588.889,575.750,590.750,577.000,579.250,582.500,570.778,575.444,605.000,573.000,588.250,560.750,564.000,568.500,575.333,565.500,584.000,570.000,564.000,577.750,589.500,583.111,561.500,575.556,569.333,579.250,589.500,568,575.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.444,565.250,566.111,562.500,557.111,566.667,568.000,563.333,554.250,556.250,568.778,566.444,598.500,571.500,560.750,572.750,556.250,572.750,570.667,579.250,567.667,566.250,543.250,579.250,558.500,561.556,550.750,557.444,556.778,553.250,565.000,602,568.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.111,552.000,562.444,567.000,580.000,567.167,587.000,567.333,564.500,572.500,556.222,572.444,598.250,586.000,570.500,568.500,571.250,580.500,573.778,566.500,570.667,565.500,573.000,567.000,574.000,572.556,574.250,554.556,556.111,574.250,579.000,559,566.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.222,550.500,571.667,568.000,573.000,579.667,561.250,572.222,567.500,583.250,563.667,573.333,602.250,567.250,577.500,560.500,574.000,574.750,575.000,566.500,568.444,562.750,549.000,570.250,574.750,569.667,547.000,566.111,555.556,556.250,583.750,562,566.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.000,562.500,572.889,574.500,569.444,569.583,571.500,573.667,571.250,572.500,559.000,567.111,604.250,575.750,558.250,565.250,574.000,568.750,573.111,569.000,575.333,586.500,559.500,564.000,570.250,558.333,557.500,563.778,557.556,563.500,563.250,547,568.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.556,570.750,579.111,584.500,576.111,589.250,585.500,582.222,586.500,583.500,579.889,580.556,617.750,580.500,568.250,568.750,588.500,591.250,568.222,581.500,573.556,577.500,565.750,574.500,557.750,581.556,575.000,573.111,566.667,583.250,581.500,623,573.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.889,552.000,568.333,566.750,566.111,561.833,559.250,560.000,558.500,558.750,553.778,548.333,598.750,555.250,560.250,542.000,562.750,560.250,567.556,565.500,552.778,545.250,554.750,548.250,562.000,558.333,547.500,554.444,557.556,548.250,574.500,570,559.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.444,569.250,586.556,578.000,582.000,585.833,563.750,575.222,572.250,577.000,572.444,574.111,646.250,580.000,585.250,576.000,590.000,581.500,602.000,576.250,587.778,586.250,567.000,561.250,593.750,581.778,571.250,574.889,566.000,568.250,589.000,576,576.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,557.333,546.000,575.444,572.500,572.222,585.583,572.500,552.444,561.250,577.250,563.444,562.444,625.750,583.000,560.750,562.000,562.250,569.250,577.000,564.500,555.667,566.250,563.500,556.000,586.250,561.889,546.500,563.889,549.444,550.500,555.000,536,558.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.667,568.000,594.889,581.250,582.667,572.667,564.250,575.000,586.750,585.250,585.667,565.444,632.500,588.000,572.500,554.500,592.250,578.000,599.889,591.250,578.778,578.500,574.000,586.500,576.500,584.667,563.500,568.667,568.222,552.750,579.500,562,568.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.444,559.500,558.889,572.500,558.444,569.750,563.000,556.778,569.250,568.500,559.111,565.556,589.750,555.500,551.500,552.500,553.500,568.500,568.778,582.500,565.000,556.250,557.500,577.000,547.250,555.778,555.250,553.444,553.889,556.250,574.500,566,562.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.000,563.500,574.667,591.750,577.111,580.500,581.250,576.667,581.500,583.250,588.111,574.111,604.000,563.500,587.250,570.000,591.000,581.000,580.889,583.750,567.000,570.500,573.750,582.500,588.750,574.000,555.750,572.000,559.444,582.750,602.500,582,570.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.000,568.750,570.667,580.000,567.222,584.750,573.000,571.889,560.250,589.250,573.222,567.222,610.750,566.250,578.250,575.250,568.750,557.500,572.667,584.750,570.222,588.000,574.500,573.750,560.750,570.000,575.750,576.778,556.000,569.000,576.750,540,571.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.333,564.250,575.667,571.500,569.333,581.417,573.500,569.222,557.250,567.750,572.000,573.111,607.750,549.000,572.500,552.250,577.000,574.500,575.444,572.000,569.444,565.250,561.000,564.000,572.750,566.667,560.750,559.556,570.111,570.250,572.000,565,565.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.889,582.750,567.333,567.000,572.222,571.167,565.750,566.556,565.250,593.000,575.333,563.778,625.500,579.250,566.000,573.000,572.750,583.500,583.667,569.500,582.667,563.750,570.000,551.500,572.250,567.444,556.500,560.444,577.000,562.500,588.250,564,564.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.778,567.000,566.889,569.000,557.333,563.417,556.000,562.556,560.750,564.750,565.000,553.889,585.500,544.000,564.500,564.000,564.750,571.500,577.222,569.250,567.111,573.500,574.500,555.250,564.750,555.333,556.250,553.000,557.889,564.250,545.500,531,560.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.889,577.500,574.889,569.000,571.778,586.667,561.500,569.889,569.500,586.750,565.222,574.333,620.250,570.750,587.000,570.000,581.000,590.000,576.667,566.500,585.667,570.750,569.250,578.250,576.250,572.444,565.250,569.222,582.667,563.250,561.000,575,578.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.778,545.750,561.889,566.750,569.667,562.500,566.750,560.222,579.500,553.000,559.667,552.000,587.500,560.750,573.250,558.500,555.500,571.500,560.556,578.000,554.444,579.500,557.750,551.250,565.750,550.444,540.000,565.111,545.000,560.000,571.250,540,560.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,584.111,579.250,584.444,578.000,586.444,588.917,592.250,581.333,587.500,600.500,590.778,581.667,621.500,583.750,594.000,595.750,596.750,585.500,567.778,583.500,583.778,577.500,563.250,593.500,576.000,586.889,561.750,574.000,578.778,579.000,591.750,567,573.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.111,563.500,571.333,568.250,566.889,571.500,578.500,568.333,565.750,572.000,561.111,560.111,598.750,564.000,574.250,547.000,586.500,568.000,579.000,579.000,568.556,566.250,551.750,583.500,569.750,561.111,553.000,563.222,558.556,568.000,574.250,593,561.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.889,567.250,584.111,585.500,579.444,582.167,567.750,572.333,575.250,584.500,578.000,572.889,617.250,586.000,564.250,576.250,571.000,570.750,581.444,587.250,579.667,585.750,554.500,591.500,567.000,572.111,574.000,581.556,566.778,586.000,588.000,581,566.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.000,564.000,571.889,571.750,571.222,567.750,554.750,567.222,585.500,570.000,557.000,565.444,582.750,570.250,553.750,588.750,564.000,578.250,581.111,568.750,565.667,572.250,552.000,578.000,570.500,579.778,552.500,552.444,558.778,574.500,575.000,562,567.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.889,562.250,569.111,567.250,575.889,581.000,566.750,562.333,567.000,566.500,565.556,577.222,600.750,574.750,570.000,578.500,587.750,585.750,579.889,580.500,585.333,563.750,562.500,554.500,579.250,576.778,568.500,561.778,568.222,559.250,567.500,565,566.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.667,556.000,574.556,579.000,580.667,572.083,562.500,567.889,576.250,578.750,571.889,558.667,584.000,561.500,589.000,583.750,569.500,563.500,574.778,589.000,569.333,566.000,549.000,568.750,572.250,563.667,562.750,559.444,555.778,563.000,570.250,578,572.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.111,558.250,568.889,565.000,574.111,565.417,585.750,572.222,556.250,575.000,572.444,571.222,610.750,570.750,560.250,565.750,576.250,577.750,574.333,573.000,571.000,566.750,536.250,547.750,563.500,568.333,559.000,564.556,559.889,557.000,560.750,554,566.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.333,549.750,575.000,584.000,574.667,572.000,569.500,582.222,572.250,574.500,580.333,568.667,615.500,593.500,560.250,570.750,575.250,570.000,580.778,580.000,577.333,580.750,553.250,580.250,584.250,568.333,561.500,568.667,565.667,567.000,582.750,556,566.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.556,553.750,558.667,568.750,571.667,573.250,572.750,562.778,567.000,557.250,566.889,558.444,604.250,553.250,553.500,561.750,557.250,564.000,557.222,576.500,557.222,554.750,564.500,565.750,560.000,557.889,560.500,552.333,555.667,566.750,567.000,587,556.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,580.000,572.000,590.889,573.000,589.222,592.750,579.000,593.444,576.500,576.000,572.889,573.778,612.750,579.750,582.500,574.500,580.250,581.750,592.667,577.000,583.778,581.250,571.000,572.000,585.750,570.556,567.000,567.111,569.222,574.750,584.000,575,576.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,556.111,563.000,571.000,563.250,581.000,565.083,557.500,577.222,569.250,563.000,572.222,565.000,594.750,568.250,567.250,563.500,555.750,548.250,573.333,556.750,562.556,557.500,552.250,568.000,562.250,561.778,569.250,551.222,559.889,565.250,552.500,559,565.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.556,575.500,578.667,580.000,587.111,586.500,599.750,571.556,574.500,564.250,576.667,580.333,605.250,580.500,593.250,567.000,568.750,583.750,585.222,564.250,586.444,562.250,568.250,578.500,577.250,572.778,560.750,558.222,573.889,568.000,569.750,585,576.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.778,571.000,566.333,558.750,568.444,568.167,571.000,576.778,561.000,573.250,560.556,553.667,595.000,575.500,566.500,570.000,592.000,570.250,572.333,558.000,563.333,560.000,563.250,557.750,565.500,552.111,562.750,555.222,566.000,560.500,559.000,593,562.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.222,561.000,568.444,574.750,573.778,569.750,581.500,567.111,575.000,582.250,573.000,586.889,636.500,575.000,568.500,569.250,585.500,590.000,572.889,566.500,572.333,559.000,554.750,569.250,577.000,578.889,558.000,572.000,561.778,573.500,576.750,582,569.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.667,566.500,580.222,569.000,572.889,568.833,577.250,574.000,569.500,584.000,560.667,565.000,592.500,582.250,591.250,578.250,552.750,571.250,570.111,584.250,571.000,562.500,560.000,572.500,569.000,557.556,554.750,557.000,563.889,557.250,571.750,564,569.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.000,548.250,565.333,562.750,573.000,571.833,561.000,569.333,552.500,567.500,573.222,565.111,630.750,566.000,580.250,576.750,567.750,577.750,571.778,574.750,569.222,577.750,554.250,555.250,580.000,566.444,563.000,563.889,558.889,561.000,590.750,607,565.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.667,566.500,580.667,570.500,583.667,573.917,589.250,570.444,589.250,582.250,577.444,571.667,599.500,568.000,601.250,567.500,593.500,578.250,566.000,577.000,575.444,562.250,574.000,576.750,582.000,577.778,553.250,579.444,561.667,571.500,598.000,583,570.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.556,579.500,562.667,568.250,567.333,572.750,564.250,562.889,562.750,569.000,560.556,553.667,607.250,562.250,548.500,576.250,567.750,563.250,575.111,576.000,556.778,557.500,571.500,568.000,559.500,569.556,563.000,556.889,569.000,564.000,569.750,565,559.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.778,567.000,583.333,580.000,582.889,589.333,569.250,574.889,565.500,580.250,566.667,577.222,623.750,569.750,580.500,563.000,582.500,589.250,585.333,579.250,567.333,578.250,545.250,588.500,574.750,575.889,563.750,561.778,562.222,579.500,585.000,556,582.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.000,551.750,552.333,555.500,558.111,568.750,573.750,556.222,559.500,569.500,560.333,564.667,604.000,540.250,575.750,564.250,576.250,573.750,568.444,587.500,560.333,572.250,557.500,561.500,567.500,552.778,567.500,556.889,555.778,571.250,566.500,575,557.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,587.333,558.250,593.667,570.250,593.444,578.833,583.250,575.222,587.250,578.750,576.778,579.889,625.750,569.000,582.750,577.500,575.750,580.250,591.667,577.250,574.556,576.500,555.750,560.750,566.000,571.444,557.500,571.222,558.444,582.750,589.250,582,573.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,549.889,565.500,566.000,556.500,564.222,559.333,558.500,564.444,570.500,570.000,573.222,560.889,600.250,577.500,567.000,561.000,569.500,578.750,592.333,555.750,576.444,560.750,567.750,551.750,562.000,553.222,542.750,562.333,566.333,553.750,564.750,594,565.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.667,565.500,573.889,576.250,581.333,576.000,587.750,567.889,578.000,585.500,580.222,562.444,611.000,581.750,584.500,584.000,582.500,585.750,580.778,560.250,577.222,561.000,568.250,572.250,566.750,570.556,568.500,564.667,569.667,563.250,591.750,599,571.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.667,553.750,571.444,555.750,563.889,570.250,574.500,574.000,580.750,599.500,561.222,558.889,594.250,556.250,600.250,561.250,562.000,581.250,571.333,575.250,561.667,557.250,574.250,570.000,559.750,564.000,568.750,564.111,557.444,575.750,589.750,566,565.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,580.333,576.750,576.556,562.250,570.667,570.667,598.750,578.000,573.500,575.750,576.556,565.333,621.250,578.750,594.750,558.000,566.500,563.750,576.000,569.750,567.889,560.000,556.000,573.250,566.000,567.556,548.250,562.111,562.000,550.500,563.500,564,565.381
